codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,itf,ipcf,pondera,pondih,cat_ocup,pp03d,pp3e_tot,pp3f_tot,pp04a,pp04c,pp10a,pp3e_tot_missing,pp3f_tot_missing,anio
TQRMNOPTXHMOKMCDEIKAH00878110,1,1,81,4,1.0,2,1,0,0.0,0.0,429.0,,2,0.0,20.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQWSHMMMOCDEGJBF00878111,1,2,52,5,1.0,6,2,0,200000.0,200000.0,443.0,482.0,3,,,,,,3.0,0,0,2025
TQRMNOQVUHKOMMCDEGJBF00860861,1,1,72,4,1.0,2,3,1,1088686.0,272171.5,725.0,778.0,0,,,,,,,0,0,2025
TQRMNOQVUHKOMMCDEGJBF00860861,1,1,36,1,4.0,4,1,0,1088686.0,272171.5,725.0,778.0,3,0.0,40.0,0.0,2.0,6.0,,0,0,2025
TQRMNOQVUHKOMMCDEGJBF00860861,1,2,35,1,4.0,1,3,4,1088686.0,272171.5,725.0,778.0,0,,,,,,,0,0,2025
TQRMNOQVUHKOMMCDEGJBF00860861,1,2,2,5,4.0,7,4,5,1088686.0,272171.5,725.0,778.0,0,,,,,,,0,0,2025
TQRMNOPUYHJOKRCDEFLID00875892,1,2,47,1,1.0,4,1,0,0.0,0.0,354.0,,3,0.0,0.0,0.0,1.0,,,0,0,2025
TQRMNOPUYHJOKRCDEFLID00875892,1,1,53,1,1.0,4,1,0,0.0,0.0,354.0,,2,0.0,48.0,0.0,2.0,1.0,,0,0,2025
TQRMNOPUYHJOKRCDEFLID00875892,1,1,24,5,1.0,5,3,3,0.0,0.0,354.0,,0,,,,,,,0,0,2025
TQRMNOPSTHKMKMCDEFMDB00856540,1,2,10,5,4.0,1,3,3,0.0,0.0,198.0,,0,,,,,,,0,0,2025
TQRMNOPSTHKMKMCDEFMDB00856540,1,2,4,5,4.0,7,4,5,0.0,0.0,198.0,,0,,,,,,,0,0,2025
TQRMNOPSTHKMKMCDEFMDB00856540,1,1,36,1,4.0,5,1,0,0.0,0.0,198.0,,3,0.0,50.0,0.0,2.0,5.0,,0,0,2025
TQRMNOPSTHKMKMCDEFMDB00856540,1,2,31,1,4.0,4,3,4,0.0,0.0,198.0,,0,,,,,,,0,0,2025
TQRMNOPSTHKMKMCDEFMDB00856540,1,1,15,5,4.0,3,3,3,0.0,0.0,198.0,,0,,,,,,,0,0,2025
TQRMNOPSUHKMKMCDEFMDB00860948,1,1,30,5,1.0,4,1,0,1240000.0,620000.0,232.0,353.0,3,2.0,44.0,12.0,1.0,11.0,,0,0,2025
TQRMNOPSUHKMKMCDEFMDB00860948,1,1,8,5,1.0,1,4,3,1240000.0,620000.0,232.0,353.0,0,,,,,,,0,0,2025
TQRMNOPSPHKMLQCDEFMDB00860758,1,2,77,4,1.0,4,3,4,280000.0,280000.0,153.0,207.0,0,,,,,,,0,0,2025
TQRMNOPVVHKMLRCDEFMDB00861765,1,1,63,2,1.0,3,3,1,0.0,0.0,317.0,,0,,,,,,,0,0,2025
TQRMNOPVVHKMLRCDEFMDB00861765,1,1,61,2,1.0,2,1,0,0.0,0.0,317.0,,1,0.0,60.0,0.0,2.0,2.0,,0,0,2025
TQRMNORRTHKNKNCDEFMDB00861599,1,2,80,4,1.0,2,3,4,300000.0,300000.0,94.0,105.0,0,,,,,,,0,0,2025
TQSMNORTYHKNKPCDEFMDB00861602,1,2,33,1,4.0,2,3,4,400000.0,80000.0,123.0,119.0,0,,,,,,,0,0,2025
TQSMNORTYHKNKPCDEFMDB00861602,1,1,29,1,4.0,4,2,0,400000.0,80000.0,123.0,119.0,3,,,,,,2.0,0,0,2025
TQSMNORTYHKNKPCDEFMDB00861602,1,1,16,5,3.0,3,3,3,400000.0,80000.0,123.0,119.0,0,,,,,,,0,0,2025
TQSMNORTYHKNKPCDEFMDB00861602,1,2,15,5,4.0,1,3,3,400000.0,80000.0,123.0,119.0,0,,,,,,,0,0,2025
TQRMNOSRRHJNLTCDEIKAH00877433,1,2,14,5,4.0,3,3,3,1817000.0,363400.0,1136.0,1608.0,0,,,,,,,0,0,2025
TQRMNOQYRHMOMLCDEIKAH00878016,1,1,54,2,4.0,4,1,0,600000.0,120000.0,798.0,3013.0,2,0.0,18.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQYRHMOMLCDEIKAH00878016,1,2,57,2,4.0,5,2,0,600000.0,120000.0,798.0,3013.0,3,,,,,,1.0,0,0,2025
TQRMNOQYRHMOMLCDEIKAH00878016,1,1,31,5,4.0,5,2,0,600000.0,120000.0,798.0,3013.0,3,,,,,,1.0,0,0,2025
TQRMNOQYRHMOMLCDEIKAH00878016,1,1,26,5,4.0,7,3,6,600000.0,120000.0,798.0,3013.0,0,,,,,,,0,0,2025
TQRMNOQYRHMOMLCDEIKAH00878016,1,2,21,5,4.0,7,2,0,600000.0,120000.0,798.0,3013.0,0,,,,,,3.0,0,0,2025
TQRMNOSXRHMOLLCDEGKDB00878093,1,1,45,2,4.0,2,1,0,0.0,0.0,100.0,,2,0.0,32.0,0.0,2.0,1.0,,0,0,2025
TQRMNOSXRHMOLLCDEGKDB00878093,1,2,45,2,4.0,1,3,4,0.0,0.0,100.0,,0,,,,,,,0,0,2025
TQRMNOSXRHMOLLCDEGKDB00878093,1,1,23,5,4.0,4,3,7,0.0,0.0,100.0,,0,,,,,,,0,0,2025
TQRMNOSXRHMOLLCDEGKDB00878093,1,1,14,5,3.0,3,3,7,0.0,0.0,100.0,,0,,,,,,,0,0,2025
TQRMNOSXRHMOLLCDEGKDB00878093,1,1,97,4,1.0,1,3,1,0.0,0.0,100.0,,0,,,,,,,0,0,2025
TQRMNOQVVHKOMMCDEGJBF00861254,1,1,75,4,1.0,1,3,6,590000.0,590000.0,668.0,665.0,0,,,,,,,0,0,2025
TQRMNOSWWHKMKRCDEIMBF00857622,1,1,53,1,1.0,4,1,0,0.0,0.0,128.0,,1,0.0,48.0,0.0,2.0,2.0,,0,0,2025
TQRMNOSWWHKMKRCDEIMBF00857622,1,2,50,1,1.0,6,1,0,0.0,0.0,128.0,,3,2.0,24.0,34.0,2.0,12.0,,0,0,2025
TQRMNOSWWHKMKRCDEIMBF00857622,1,1,18,5,1.0,5,3,3,0.0,0.0,128.0,,0,,,,,,,0,0,2025
TQRMNOSWXHKMKRCDEIMBF00861755,1,2,89,4,1.0,6,3,1,0.0,0.0,118.0,,0,,,,,,,0,0,2025
TQRMNOSWXHKMKRCDEIMBF00861755,1,1,65,3,2.0,4,1,0,0.0,0.0,118.0,,2,0.0,40.0,0.0,2.0,2.0,,0,0,2025
TQSMNORTYHKNKPCDEFMDB00861602,1,2,13,5,3.0,1,3,3,400000.0,80000.0,123.0,119.0,0,,,,,,,0,0,2025
TQRMNORWRHKOKMCDEGKDB00861604,1,2,66,4,1.0,1,3,4,750000.0,150000.0,90.0,117.0,0,,,,,,,0,0,2025
TQRMNORWRHKOKMCDEGKDB00861604,1,1,29,5,4.0,4,2,0,750000.0,150000.0,90.0,117.0,3,,,,,,3.0,0,0,2025
TQRMNORWRHKOKMCDEGKDB00861604,1,2,31,5,4.0,1,3,7,750000.0,150000.0,90.0,117.0,0,,,,,,,0,0,2025
TQRMNORWRHKOKMCDEGKDB00861604,1,1,12,5,4.0,1,3,3,750000.0,150000.0,90.0,117.0,0,,,,,,,0,0,2025
TQRMNORWRHKOKMCDEGKDB00861604,1,2,8,5,4.0,1,4,3,750000.0,150000.0,90.0,117.0,0,,,,,,,0,0,2025
TQRMNOQYYHJOKOCDEGKDB00875928,1,2,25,2,4.0,4,1,0,1000000.0,500000.0,119.0,239.0,3,0.0,42.0,0.0,2.0,3.0,,0,0,2025
TQRMNOQYYHJOKOCDEGKDB00875928,1,2,26,2,4.0,4,1,0,1000000.0,500000.0,119.0,239.0,3,0.0,84.0,0.0,2.0,8.0,,0,0,2025
TQRMNOQXPHLLKPCDEGKDB00853120,1,1,49,1,4.0,4,1,0,0.0,0.0,170.0,,2,0.0,48.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQXPHLLKPCDEGKDB00853120,1,2,49,1,4.0,4,1,0,0.0,0.0,170.0,,2,0.0,48.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQXPHLLKPCDEGKDB00853120,1,2,19,5,4.0,5,3,3,0.0,0.0,170.0,,0,,,,,,,0,0,2025
TQRMNOQXPHLLKPCDEGKDB00853120,1,1,14,5,4.0,3,3,3,0.0,0.0,170.0,,0,,,,,,,0,0,2025
TQRMNOSYWHMOKQCDEGKDB00877941,1,1,50,2,4.0,4,1,0,0.0,0.0,99.0,,3,0.0,40.0,0.0,2.0,6.0,,0,0,2025
TQRMNOSSSHJMKTCDEFIAH00877971,1,1,39,5,4.0,4,3,4,0.0,0.0,930.0,,0,,,,,,,0,0,2025
TQRMNOQYYHLMLQCDEIGED00854576,1,1,83,4,1.0,2,3,1,0.0,0.0,133.0,,0,,,,,,,0,0,2025
TQRMNOUVPHJMKQCDEIMBF00876496,1,1,39,2,1.0,6,1,0,0.0,0.0,168.0,,3,0.0,40.0,0.0,2.0,7.0,,0,0,2025
TQRMNOUVPHJMKQCDEIMBF00876496,1,2,36,2,1.0,4,1,0,0.0,0.0,168.0,,3,0.0,40.0,0.0,2.0,7.0,,0,0,2025
TQRMNOUVPHJMKQCDEIMBF00876496,1,1,16,5,1.0,3,3,3,0.0,0.0,168.0,,0,,,,,,,0,0,2025
TQRMNOUVPHJMKQCDEIMBF00876496,1,2,14,5,1.0,3,3,3,0.0,0.0,168.0,,0,,,,,,,0,0,2025
TQRMNOUPPHKOKQCDEIMBF00878076,1,1,31,1,1.0,4,1,0,1100000.0,366666.67,235.0,271.0,3,0.0,48.0,0.0,1.0,12.0,,0,0,2025
TQRMNOUPPHKOKQCDEIMBF00878076,1,2,29,1,1.0,5,3,4,1100000.0,366666.67,235.0,271.0,0,,,,,,,0,0,2025
TQRMNOUPPHKOKQCDEIMBF00878076,1,2,2,5,1.0,7,4,5,1100000.0,366666.67,235.0,271.0,0,,,,,,,0,0,2025
TQRMNOQYTHMOMMCDEIKAH00878077,1,1,71,1,1.0,3,3,1,0.0,0.0,1692.0,,0,,,,,,,0,0,2025
TQRMNOQYTHMOMMCDEIKAH00878077,1,2,67,1,1.0,4,3,1,0.0,0.0,1692.0,,0,,,,,,,0,0,2025
TQRMNOQQTHJOKUCDEGKDB00872618,1,1,65,5,1.0,3,3,6,250000.0,250000.0,67.0,99.0,0,,,,,,,0,0,2025
TQRMNOQUPHLMKTCDEGKDB00853033,1,1,30,1,4.0,6,2,0,448000.0,149333.33,90.0,100.0,2,,,,,,1.0,0,0,2025
TQRMNOQUPHLMKTCDEGKDB00853033,1,2,27,1,1.0,6,1,0,448000.0,149333.33,90.0,100.0,3,0.0,24.0,0.0,2.0,2.0,,0,0,2025
TQRMNOQUPHLMKTCDEGKDB00853033,1,1,1,5,1.0,7,4,5,448000.0,149333.33,90.0,100.0,0,,,,,,,0,0,2025
TQRMNOQWQHLMKTCDEGKDB00853134,1,1,32,5,1.0,6,1,0,600000.0,600000.0,91.0,110.0,3,0.0,64.0,0.0,2.0,3.0,,0,0,2025
TQRMNOQUVHJMLLCDEGKDB00875790,1,2,46,2,1.0,6,1,0,2662000.0,532400.0,92.0,188.0,3,0.0,0.0,0.0,1.0,8.0,,0,0,2025
TQRMNOQUVHJMLLCDEGKDB00875790,1,1,51,2,1.0,2,1,0,2662000.0,532400.0,92.0,188.0,3,0.0,40.0,0.0,2.0,8.0,,0,0,2025
TQRMNOQUVHJMLLCDEGKDB00875790,1,1,19,5,1.0,5,3,3,2662000.0,532400.0,92.0,188.0,0,,,,,,,0,0,2025
TQRMNOQUVHJMLLCDEGKDB00875790,1,2,14,5,1.0,3,3,3,2662000.0,532400.0,92.0,188.0,0,,,,,,,0,0,2025
TQRMNOQUVHJMLLCDEGKDB00875790,1,1,11,5,1.0,1,3,3,2662000.0,532400.0,92.0,188.0,0,,,,,,,0,0,2025
TQRMNOPWWHLKLMCDEGKDB00853035,1,2,55,3,1.0,6,1,0,0.0,0.0,146.0,,3,0.0,40.0,0.0,2.0,7.0,,0,0,2025
TQRMNOPWWHLKLMCDEGKDB00853035,1,1,13,5,1.0,3,3,3,0.0,0.0,146.0,,0,,,,,,,0,0,2025
TQRMNOPWWHLKLMCDEGKDB00853035,1,2,12,5,1.0,3,3,3,0.0,0.0,146.0,,0,,,,,,,0,0,2025
TQRMNOQVUHLOLNCDEGKDB00853036,1,2,39,3,1.0,2,1,0,0.0,0.0,86.0,,3,0.0,48.0,0.0,2.0,5.0,,0,0,2025
TQRMNOPWUHKMKNCDEFIAH00857682,1,2,82,4,1.0,2,3,4,0.0,0.0,612.0,,0,,,,,,,0,0,2025
TQRMNOPWUHKMKNCDEFIAH00857682,1,1,20,5,2.0,4,1,0,0.0,0.0,612.0,,3,0.0,40.0,0.0,2.0,2.0,,0,0,2025
TQRMNOPWUHKMKNCDEFIAH00857682,1,1,15,5,4.0,3,3,7,0.0,0.0,612.0,,0,,,,,,,0,0,2025
TQRMNOPPRHLKKSCDEFIAH00851581,1,1,73,1,1.0,6,3,1,4000000.0,2000000.0,2070.0,3211.0,0,,,,,,,0,0,2025
TQRMNOPTSHJOKNCDEIKAH00873538,1,2,69,4,1.0,3,3,1,0.0,0.0,872.0,,0,,,,,,,0,0,2025
TQRMNORWRHMOKRCDEFMDB00878133,1,2,77,4,1.0,5,3,1,1475000.0,737500.0,135.0,148.0,0,,,,,,,0,0,2025
TQRMNORWRHMOKRCDEFMDB00878133,1,1,22,5,1.0,5,3,3,1475000.0,737500.0,135.0,148.0,0,,,,,,,0,0,2025
TQRMNOSVVHKLKRCDEFMDB00857740,1,2,43,1,1.0,5,1,0,0.0,0.0,350.0,,3,0.0,36.0,0.0,2.0,9.0,,0,0,2025
TQRMNOSYWHMOKQCDEGKDB00877941,1,2,46,2,4.0,4,1,0,0.0,0.0,99.0,,3,0.0,30.0,0.0,2.0,4.0,,0,0,2025
TQRMNOSYWHMOKQCDEGKDB00877941,1,1,21,5,1.0,3,1,0,0.0,0.0,99.0,,3,0.0,35.0,0.0,2.0,6.0,,0,0,2025
TQSMNORURHKOKSCDEGKDB00877942,1,2,32,5,4.0,3,3,4,0.0,0.0,113.0,,0,,,,,,,0,0,2025
TQSMNORURHKOKSCDEGKDB00877942,1,1,11,5,3.0,1,3,3,0.0,0.0,113.0,,0,,,,,,,0,0,2025
TQSMNORURHKOKSCDEGKDB00877942,1,1,9,5,3.0,1,4,3,0.0,0.0,113.0,,0,,,,,,,0,0,2025
TQSMNORURHKOKSCDEGKDB00877942,1,2,32,5,1.0,4,1,0,0.0,0.0,113.0,,3,0.0,48.0,0.0,2.0,3.0,,0,0,2025
TQSMNORURHKOKSCDEGKDB00877942,1,2,12,5,1.0,3,3,3,0.0,0.0,113.0,,0,,,,,,,0,0,2025
TQSMNORURHKOKSCDEGKDB00877942,1,2,5,5,1.0,1,4,5,0.0,0.0,113.0,,0,,,,,,,0,0,2025
TQSMNORURHKOKSCDEGKDB00877942,1,1,38,5,4.0,2,3,7,0.0,0.0,113.0,,0,,,,,,,0,0,2025
TQRMNOPTUHLLKRCDEGKDB00877943,1,1,70,2,1.0,4,1,0,0.0,0.0,148.0,,2,0.0,40.0,0.0,2.0,2.0,,0,0,2025
TQRMNOPTUHLLKRCDEGKDB00877943,1,2,70,2,1.0,2,1,0,0.0,0.0,148.0,,2,0.0,40.0,0.0,2.0,2.0,,0,0,2025
TQRMNORWYHMLKSCDEFJAH00877973,1,2,23,5,1.0,5,3,3,0.0,0.0,440.0,,0,,,,,,,0,0,2025
TQRMNOPUPHKMLNCDEFJAH00877974,1,2,38,2,1.0,6,1,0,1200000.0,400000.0,369.0,794.0,3,0.0,25.0,0.0,2.0,4.0,,0,0,2025
TQRMNOPUPHKMLNCDEFJAH00877974,1,2,2,5,1.0,7,4,5,1200000.0,400000.0,369.0,794.0,0,,,,,,,0,0,2025
TQRMNOPUPHKMLNCDEFJAH00877974,1,2,38,2,1.0,6,1,0,1200000.0,400000.0,369.0,794.0,3,0.0,20.0,0.0,1.0,7.0,,0,0,2025
TQRMNOQYTHMOMMCDEIKAH00878077,1,1,26,5,4.0,5,1,0,0.0,0.0,1692.0,,3,0.0,21.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,1,49,2,4.0,2,1,0,0.0,0.0,1195.0,,3,0.0,60.0,0.0,2.0,6.0,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,2,49,2,4.0,2,3,4,0.0,0.0,1195.0,,0,,,,,,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,2,30,5,4.0,4,3,4,0.0,0.0,1195.0,,0,,,,,,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,1,25,5,4.0,4,1,0,0.0,0.0,1195.0,,3,0.0,60.0,0.0,2.0,6.0,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,1,15,5,4.0,3,3,3,0.0,0.0,1195.0,,0,,,,,,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,2,14,5,4.0,3,3,3,0.0,0.0,1195.0,,0,,,,,,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,2,12,5,4.0,3,3,3,0.0,0.0,1195.0,,0,,,,,,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,1,9,5,4.0,1,4,3,0.0,0.0,1195.0,,0,,,,,,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,1,3,5,4.0,7,4,5,0.0,0.0,1195.0,,0,,,,,,,0,0,2025
TQRMNOQRPHJOMLCDEIKAH00877352,1,1,7,5,4.0,1,4,3,0.0,0.0,1195.0,,0,,,,,,,0,0,2025
TQRMNOQWSHJNMMCDEIKAH00877353,1,2,58,3,4.0,4,1,0,320000.0,160000.0,523.0,1289.0,3,0.0,24.0,0.0,2.0,0.0,,0,0,2025
TQRMNOQWSHJNMMCDEIKAH00877353,1,2,29,5,4.0,3,3,4,320000.0,160000.0,523.0,1289.0,0,,,,,,,0,0,2025
TQRMNOSRRHKMKMCDEIOAH00856482,1,2,63,1,1.0,3,3,3,0.0,0.0,116.0,,0,,,,,,,0,0,2025
TQRMNOSRRHKMKMCDEIOAH00856482,1,2,19,5,4.0,4,3,4,0.0,0.0,116.0,,0,,,,,,,0,0,2025
TQRMNOQVUHLOLNCDEGKDB00853036,1,2,18,5,1.0,4,3,4,0.0,0.0,86.0,,0,,,,,,,0,0,2025
TQRMNOQVUHLOLNCDEGKDB00853036,1,1,3,5,1.0,7,4,5,0.0,0.0,86.0,,0,,,,,,,0,0,2025
TQRMNOQVUHLOLNCDEGKDB00853036,1,2,24,5,1.0,4,3,7,0.0,0.0,86.0,,0,,,,,,,0,0,2025
TQRMNORSUHKMLMCDEGKDB00861707,1,2,20,5,4.0,5,3,3,0.0,0.0,117.0,103.0,0,,,,,,,0,0,2025
TQRMNOSPVHMNKPCDEFMDB00878094,1,1,35,1,4.0,4,1,0,1000000.0,200000.0,151.0,206.0,3,0.0,40.0,0.0,2.0,,,0,0,2025
TQRMNOSPVHMNKPCDEFMDB00878094,1,2,34,1,4.0,3,3,4,1000000.0,200000.0,151.0,206.0,0,,,,,,,0,0,2025
TQRMNOSPVHMNKPCDEFMDB00878094,1,1,11,5,3.0,3,3,3,1000000.0,200000.0,151.0,206.0,0,,,,,,,0,0,2025
TQRMNOSPVHMNKPCDEFMDB00878094,1,1,7,5,3.0,1,4,3,1000000.0,200000.0,151.0,206.0,0,,,,,,,0,0,2025
TQRMNOSPVHMNKPCDEFMDB00878094,1,1,1,5,3.0,7,4,5,1000000.0,200000.0,151.0,206.0,0,,,,,,,0,0,2025
TQRMNORWTHKOKPCDEFMDB00861762,1,1,34,3,1.0,6,1,0,500000.0,250000.0,245.0,258.0,3,0.0,35.0,0.0,1.0,7.0,,0,0,2025
TQRMNORWTHKOKPCDEFMDB00861762,1,1,5,5,1.0,1,4,5,500000.0,250000.0,245.0,258.0,0,,,,,,,0,0,2025
TQRMNOPPRHLKKSCDEFIAH00851581,1,2,60,1,1.0,6,3,1,4000000.0,2000000.0,2070.0,3211.0,0,,,,,,,0,0,2025
TQRMNOPYUHLKKSCDEFIAH00851582,1,2,70,4,1.0,6,3,1,950000.0,950000.0,1859.0,2303.0,0,,,,,,,0,0,2025
TQRMNOQPPHJMKQCDEFIAH00876811,1,1,56,5,1.0,2,1,0,1000000.0,1000000.0,931.0,973.0,3,0.0,70.0,0.0,1.0,,,0,0,2025
TQRMNORWTHJLKRCDEFIAH00877128,1,2,66,2,1.0,6,3,1,1220000.0,610000.0,1469.0,2490.0,0,,,,,,,0,0,2025
TQRMNORWTHJLKRCDEFIAH00877128,1,1,66,2,1.0,4,3,1,1220000.0,610000.0,1469.0,2490.0,0,,,,,,,0,0,2025
TQRMNOQWQHLNLNCDEIOAH00856090,1,1,40,1,1.0,4,1,0,1050000.0,210000.0,170.0,300.0,3,0.0,48.0,0.0,2.0,,,0,0,2025
TQRMNOQWQHLNLNCDEIOAH00856090,1,2,33,1,1.0,5,3,4,1050000.0,210000.0,170.0,300.0,0,,,,,,,0,0,2025
TQRMNOQWQHLNLNCDEIOAH00856090,1,2,17,5,1.0,3,3,3,1050000.0,210000.0,170.0,300.0,0,,,,,,,0,0,2025
TQRMNOQWQHLNLNCDEIOAH00856090,1,2,8,5,1.0,1,4,3,1050000.0,210000.0,170.0,300.0,0,,,,,,,0,0,2025
TQRMNOQWQHLNLNCDEIOAH00856090,1,1,3,5,1.0,7,4,5,1050000.0,210000.0,170.0,300.0,0,,,,,,,0,0,2025
TQRMNOSQUHLNLNCDEIOAH00856091,1,1,45,2,1.0,2,1,0,1850000.0,370000.0,127.0,301.0,3,0.0,40.0,0.0,2.0,12.0,,0,0,2025
TQRMNOSQUHLNLNCDEIOAH00856091,1,2,53,2,1.0,6,1,0,1850000.0,370000.0,127.0,301.0,3,0.0,51.0,0.0,2.0,0.0,,0,0,2025
TQRMNOSQUHLNLNCDEIOAH00856091,1,1,19,5,1.0,5,3,3,1850000.0,370000.0,127.0,301.0,0,,,,,,,0,0,2025
TQRMNOSQUHLNLNCDEIOAH00856091,1,2,7,5,1.0,1,4,3,1850000.0,370000.0,127.0,301.0,0,,,,,,,0,0,2025
TQRMNOSQUHLNLNCDEIOAH00856091,1,2,25,5,1.0,5,1,0,1850000.0,370000.0,127.0,301.0,3,0.0,0.0,0.0,2.0,5.0,,0,0,2025
TQRMNOSVVHKLKRCDEFMDB00857740,1,1,42,1,1.0,6,1,0,0.0,0.0,350.0,,3,0.0,24.0,0.0,1.0,9.0,,0,0,2025
TQRMNOSVVHKLKRCDEFMDB00857740,1,1,10,5,1.0,1,3,3,0.0,0.0,350.0,,0,,,,,,,0,0,2025
TQRMNOSVVHKLKRCDEFMDB00857740,1,2,4,5,1.0,7,4,5,0.0,0.0,350.0,,0,,,,,,,0,0,2025
TQRMNOQUWHJMKPCDEFMDB00876445,1,1,43,1,1.0,4,1,0,0.0,0.0,179.0,,3,0.0,45.0,0.0,2.0,4.0,,0,0,2025
TQRMNOQUWHJMKPCDEFMDB00876445,1,2,39,1,1.0,4,1,0,0.0,0.0,179.0,,3,0.0,20.0,0.0,2.0,,,0,0,2025
TQRMNOQUWHJMKPCDEFMDB00876445,1,2,1,5,1.0,7,4,5,0.0,0.0,179.0,,0,,,,,,,0,0,2025
TQRMNOPVVHLKKRCDEFMDB00852210,1,2,70,4,1.0,4,0,0,0.0,0.0,174.0,,0,,,,,,,0,0,2025
TQRMNOQUXHJLKRCDEFMDB00878134,1,1,27,1,1.0,6,1,0,910000.0,455000.0,309.0,391.0,3,0.0,44.0,0.0,2.0,8.0,,0,0,2025
TQRMNOQUXHJLKRCDEFMDB00878134,1,2,28,1,4.0,5,3,3,910000.0,455000.0,309.0,391.0,0,,,,,,,0,0,2025
TQRMNOTSVHJLKRCDEFMDB00872625,1,1,72,4,1.0,4,3,1,600000.0,600000.0,140.0,125.0,0,,,,,,,0,0,2025
TQRMNOQTQHJOKSCDEFMDB00872626,1,2,47,2,1.0,6,1,0,0.0,0.0,193.0,,3,0.0,0.0,0.0,1.0,7.0,,0,0,2025
TQRMNOQTQHJOKSCDEFMDB00872626,1,1,47,2,1.0,6,1,0,0.0,0.0,193.0,,3,0.0,0.0,0.0,1.0,8.0,,0,0,2025
TQRMNOQTQHJOKSCDEFMDB00872626,1,1,13,5,1.0,3,3,3,0.0,0.0,193.0,,0,,,,,,,0,0,2025
TQRMNOQTQHJOKSCDEFMDB00872626,1,1,9,5,123.0,1,4,3,0.0,0.0,193.0,,0,,,,,,,0,0,2025
TQRMNORRVHKNKRCDEFLID00861035,1,2,53,5,1.0,2,3,4,295000.0,295000.0,673.0,575.0,0,,,,,,,0,0,2025
TQRMNORQRHKMLNCDEIKAH00857866,1,2,71,2,1.0,4,1,0,0.0,0.0,755.0,,4,0.0,24.0,0.0,2.0,4.0,,0,0,2025
TQRMNORQRHKMLNCDEIKAH00857866,1,1,75,2,1.0,4,1,0,0.0,0.0,755.0,,4,0.0,24.0,0.0,2.0,4.0,,0,0,2025
TQRMNOQSWHLMLPCDEFJAH00851747,1,1,67,5,1.0,2,3,1,380000.0,380000.0,508.0,484.0,0,,,,,,,0,0,2025
TQRMNOTRUHLMLPCDEFJAH00856631,1,1,58,5,1.0,4,1,0,0.0,0.0,582.0,,3,0.0,40.0,0.0,2.0,12.0,,0,0,2025
TQRMNORSXHLKLMCDEIKAH00878026,1,1,60,1,1.0,4,1,0,0.0,0.0,195.0,,3,0.0,36.0,0.0,1.0,10.0,,0,0,2025
TQRMNORSXHLKLMCDEIKAH00878026,1,2,45,1,1.0,6,1,0,0.0,0.0,195.0,,2,0.0,18.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQUWHKLLMCDEIKAH00856477,1,1,30,2,1.0,6,1,0,0.0,0.0,1045.0,,2,0.0,44.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQUWHKLLMCDEIKAH00856477,1,2,30,2,1.0,6,1,0,0.0,0.0,1045.0,,2,0.0,40.0,0.0,2.0,1.0,,0,0,2025
TQRMNOQVWHLMLOCDEIKAH00861043,1,1,59,3,1.0,5,3,1,0.0,0.0,884.0,,0,,,,,,,0,0,2025
TQRMNOPTTHJMKPCDEIOAH00876719,1,1,66,2,1.0,3,3,1,1405000.0,702500.0,152.0,209.0,0,,,,,,,0,0,2025
TQRMNOPTTHJMKPCDEIOAH00876719,1,2,63,2,1.0,2,3,4,1405000.0,702500.0,152.0,209.0,0,,,,,,,0,0,2025
TQRMNOSRRHKMKMCDEIOAH00856482,1,1,46,1,4.0,4,1,0,0.0,0.0,116.0,,3,0.0,48.0,0.0,2.0,3.0,,0,0,2025
TQRMNOSRRHKMKMCDEIOAH00856482,1,1,37,5,1.0,4,1,0,0.0,0.0,116.0,,3,0.0,40.0,0.0,2.0,,,0,0,2025
TQRMNOSRRHKMKMCDEIOAH00856482,1,2,27,5,4.0,4,3,7,0.0,0.0,116.0,,0,,,,,,,0,0,2025
TQRMNOSRRHKMKMCDEIOAH00856482,1,1,1,5,1.0,7,4,5,0.0,0.0,116.0,,0,,,,,,,0,0,2025
TQRMNOQRRHKLKOCDEIOAH00878078,1,2,50,1,4.0,6,1,0,3150000.0,787500.0,154.0,280.0,1,0.0,60.0,0.0,2.0,2.0,,0,0,2025
TQRMNOQRRHKLKOCDEIOAH00878078,1,1,48,1,1.0,6,1,0,3150000.0,787500.0,154.0,280.0,3,0.0,48.0,0.0,2.0,,,0,0,2025
