codusu,nro_hogar,ch04,ch06,ch07,ch08,nivel_ed,estado,cat_inac,itf,ipcf,pondera,pondih,cat_ocup,pp03d,pp3e_tot,pp3f_tot,pp04a,pp04c,pp10a,pp3e_tot_missing,pp3f_tot_missing
TQRMNOSPVHMMKQCDEFMDB00881019,1,2,23,5,4.0,5,3,3,0.0,0.0,192.0,,0,,,,,,,0,0
TQRMNOSPVHMMKQCDEFMDB00881019,1,1,2,5,1.0,7,4,5,0.0,0.0,192.0,,0,,,,,,,0,0
TQRMNOSRSHKNKMCDEGJBF00865410,1,2,50,2,2.0,5,1,0,4010000.0,802000.0,916.0,1219.0,3,0.0,36.0,0.0,2.0,11.0,,0,0
TQRMNOSRSHKNKMCDEGJBF00865410,1,1,48,2,2.0,6,1,0,4010000.0,802000.0,916.0,1219.0,3,0.0,48.0,0.0,2.0,6.0,,0,0
TQRMNOSRSHKNKMCDEGJBF00865410,1,1,22,5,2.0,4,1,0,4010000.0,802000.0,916.0,1219.0,3,0.0,40.0,0.0,2.0,7.0,,0,0
TQRMNOSRSHKNKMCDEGJBF00865410,1,1,20,5,2.0,5,1,0,4010000.0,802000.0,916.0,1219.0,3,0.0,40.0,0.0,2.0,7.0,,0,0
TQRMNOSRSHKNKMCDEGJBF00865410,1,2,14,5,4.0,3,3,3,4010000.0,802000.0,916.0,1219.0,0,,,,,,,0,0
TQRMNORSYHJNKNCDEGJBF00872905,1,2,69,4,1.0,2,3,4,326000.0,326000.0,582.0,589.0,0,,,,,,,0,0
TQRMNOPWUHMOKTCDEGJBF00881047,1,1,3,5,1.0,7,4,5,1712776.0,285462.67,785.0,1046.0,0,,,,,,,0,0
TQRMNOPWUHMOKTCDEGJBF00881047,1,1,52,1,1.0,4,1,0,1712776.0,285462.67,785.0,1046.0,2,0.0,48.0,0.0,2.0,3.0,,0,0
TQRMNORUPHJMKTCDEGJBF00872677,1,2,63,4,1.0,4,1,0,0.0,0.0,515.0,,1,0.0,24.0,0.0,2.0,4.0,,0,0
TQRMNORUPHJMKTCDEGJBF00872677,1,2,20,5,1.0,5,1,0,0.0,0.0,515.0,,3,0.0,,0.0,2.0,4.0,,1,0
TQRMNOPWUHMOKTCDEGJBF00881047,1,2,22,5,1.0,4,1,0,1712776.0,285462.67,785.0,1046.0,3,0.0,36.0,0.0,2.0,3.0,,0,0
TQRMNOSUPHKMKSCDEIOAH00861158,1,2,69,5,4.0,2,3,4,0.0,0.0,56.0,,0,,,,,,,0,0
TQRMNOSUPHKMKSCDEIOAH00861158,1,1,28,5,4.0,4,2,0,0.0,0.0,56.0,,2,,,,,,5.0,0,0
TQRMNOSUPHKMKSCDEIOAH00861158,1,1,24,5,4.0,3,1,0,0.0,0.0,56.0,,3,0.0,36.0,0.0,2.0,,,0,0
TQRMNOSUPHKMKSCDEIOAH00861158,1,1,14,5,4.0,3,3,3,0.0,0.0,56.0,,0,,,,,,,0,0
TQRMNOSTTHJMLUCDEFIAH00872900,1,2,53,1,1.0,5,1,0,3350000.0,1675000.0,779.0,1350.0,3,0.0,0.0,0.0,2.0,10.0,,0,0
TQRMNOSTTHJMLUCDEFIAH00872900,1,1,63,1,1.0,5,1,0,3350000.0,1675000.0,779.0,1350.0,3,0.0,0.0,0.0,2.0,9.0,,0,0
TQRMNOSUQHKLLRCDEFIAH00861278,1,1,63,3,1.0,6,1,0,2200000.0,2200000.0,2165.0,2273.0,3,0.0,44.0,0.0,1.0,12.0,,0,0
TQRMNOWXTHMOLOCDEGJBF00881144,1,2,31,1,1.0,4,1,0,1470000.0,735000.0,1036.0,1119.0,3,0.0,40.0,0.0,2.0,6.0,,0,0
TQRMNORXTHJLLLCDEIOAH00872794,1,1,48,2,1.0,3,1,0,1050000.0,262500.0,111.0,135.0,3,0.0,50.0,0.0,2.0,6.0,,0,0
TQRMNORXTHJLLLCDEIOAH00872794,1,2,47,2,4.0,4,2,0,1050000.0,262500.0,111.0,135.0,3,,,,,,1.0,0,0
TQRMNOPQXHKNKUCDEIOAH00861248,1,2,81,4,1.0,2,3,1,630000.0,630000.0,167.0,245.0,0,,,,,,,0,0
TQRMNOQVYHMOKUCDEIOAH00881193,1,2,75,4,1.0,3,3,4,490000.0,490000.0,101.0,124.0,0,,,,,,,0,0
TQRMNOQUPHLMKTCDEIOAH00856018,1,2,59,2,1.0,6,3,1,1450000.0,725000.0,40.0,51.0,0,,,,,,,0,0
TQRMNOQUPHLMKTCDEIOAH00856018,1,1,60,2,1.0,4,1,0,1450000.0,725000.0,40.0,51.0,3,2.0,56.0,15.0,2.0,2.0,,0,0
TQRMNOSPXHKMLNCDEIOAH00863813,1,1,47,2,1.0,6,1,0,11840000.0,2960000.0,251.0,386.0,3,2.0,40.0,6.0,1.0,10.0,,0,0
TQRMNOSPXHKMLNCDEIOAH00863813,1,2,43,2,1.0,6,1,0,11840000.0,2960000.0,251.0,386.0,3,0.0,40.0,0.0,1.0,,,0,0
TQRMNOSPXHKMLNCDEIOAH00863813,1,1,7,5,1.0,1,4,3,11840000.0,2960000.0,251.0,386.0,0,,,,,,,0,0
TQRMNOSPXHKMLNCDEIOAH00863813,1,1,10,5,1.0,1,3,3,11840000.0,2960000.0,251.0,386.0,0,,,,,,,0,0
TQRMNOQWSHMMKPCDEFJAH00881259,1,2,85,4,1.0,2,3,1,1250000.0,1250000.0,397.0,596.0,0,,,,,,,0,0
TQRMNOSTPHLOKRCDEFJAH00851716,1,1,76,2,1.0,6,3,1,860000.0,430000.0,336.0,605.0,0,,,,,,,0,0
TQRMNOSTPHLOKRCDEFJAH00851716,1,2,76,2,1.0,4,3,1,860000.0,430000.0,336.0,605.0,0,,,,,,,0,0
TQRMNOSYSHJOKPCDEFJAH00875795,1,1,56,2,1.0,2,3,1,0.0,0.0,583.0,,0,,,,,,,0,0
TQRMNOSYSHJOKPCDEFJAH00875795,1,2,63,2,1.0,2,3,4,0.0,0.0,583.0,,0,,,,,,,0,0
TQRMNOPQQHMMKRCDEFJAH00881260,1,1,39,5,1.0,4,1,0,860000.0,860000.0,420.0,709.0,3,0.0,44.0,0.0,2.0,7.0,,0,0
TQRMNOQWUHMMKRCDEFJAH00881261,1,2,67,3,1.0,6,3,1,575000.0,575000.0,359.0,471.0,0,,,,,,,0,0
TQRMNOPWUHMMKUCDEGJBF00881262,1,2,53,2,1.0,6,1,0,2740000.0,685000.0,595.0,732.0,3,0.0,0.0,0.0,2.0,8.0,,0,0
TQRMNOPWUHMMKUCDEGJBF00881262,1,1,50,2,1.0,4,1,0,2740000.0,685000.0,595.0,732.0,2,0.0,50.0,0.0,2.0,1.0,,0,0
TQRMNOPWUHMMKUCDEGJBF00881262,1,2,23,5,1.0,5,1,0,2740000.0,685000.0,595.0,732.0,3,0.0,20.0,0.0,2.0,,,0,0
TQRMNOPWUHMMKUCDEGJBF00881262,1,2,16,5,1.0,3,3,3,2740000.0,685000.0,595.0,732.0,0,,,,,,,0,0
TQRMNORYRHMMKUCDEGJBF00881263,1,2,89,2,1.0,6,3,7,1730000.0,865000.0,735.0,875.0,0,,,,,,,0,0
TQRMNOQSUHJOLTCDEFLID00873700,1,1,21,5,4.0,3,1,0,0.0,0.0,569.0,,2,0.0,24.0,0.0,2.0,1.0,,0,0
TQRMNOQSUHJOLTCDEFLID00873700,1,2,9,5,4.0,1,4,3,0.0,0.0,569.0,,0,,,,,,,0,0
TQRMNOQSUHJOLTCDEFLID00873700,1,1,11,5,4.0,1,3,3,0.0,0.0,569.0,,0,,,,,,,0,0
TQRMNOQSUHJOLTCDEFLID00873700,1,2,8,5,4.0,1,4,3,0.0,0.0,569.0,,0,,,,,,,0,0
TQRMNOPVQHMMKMCDEIOAH00881284,1,1,57,2,1.0,6,1,0,3000000.0,750000.0,120.0,162.0,2,0.0,50.0,0.0,2.0,1.0,,0,0
TQRMNOPVQHMMKMCDEIOAH00881284,1,2,40,2,1.0,6,3,4,3000000.0,750000.0,120.0,162.0,0,,,,,,,0,0
TQRMNOPVQHMMKMCDEIOAH00881284,1,2,9,5,1.0,1,4,3,3000000.0,750000.0,120.0,162.0,0,,,,,,,0,0
TQRMNOPVQHMMKMCDEIOAH00881284,1,2,6,5,1.0,1,4,3,3000000.0,750000.0,120.0,162.0,0,,,,,,,0,0
TQRMNOSVTHMMLMCDEIOAH00881285,1,1,39,2,1.0,4,1,0,0.0,0.0,115.0,,3,0.0,60.0,0.0,2.0,,,0,0
TQRMNOSVTHMMLMCDEIOAH00881285,1,2,38,2,1.0,4,1,0,0.0,0.0,115.0,,2,0.0,18.0,0.0,2.0,1.0,,0,0
TQRMNOSVTHMMLMCDEIOAH00881285,1,1,15,5,1.0,3,3,3,0.0,0.0,115.0,,0,,,,,,,0,0
TQRMNOSVTHMMLMCDEIOAH00881285,1,1,7,5,1.0,1,4,3,0.0,0.0,115.0,,0,,,,,,,0,0
TQRMNORVQHMMLNCDEIOAH00881286,1,2,71,3,1.0,2,3,1,280000.0,280000.0,170.0,207.0,0,,,,,,,0,0
TQRMNOTSSHKNKNCDEIOAH00856770,1,2,55,3,9.0,2,1,0,0.0,0.0,52.0,,3,0.0,6.0,0.0,2.0,0.0,,0,0
TQRMNOTSSHKNKNCDEIOAH00856770,1,2,30,5,2.0,4,1,0,0.0,0.0,52.0,,3,2.0,40.0,20.0,3.0,,,0,0
TQRMNORXXHMMKRCDEIOAH00880914,1,2,13,5,4.0,3,3,3,0.0,0.0,151.0,194.0,0,,,,,,,0,0
TQRMNORVYHJNKSCDEIOAH00877284,1,2,31,2,4.0,4,1,0,0.0,0.0,144.0,,3,0.0,25.0,0.0,2.0,0.0,,0,0
TQRMNORVYHJNKSCDEIOAH00877284,1,1,43,2,4.0,2,1,0,0.0,0.0,144.0,,2,0.0,35.0,0.0,2.0,1.0,,0,0
TQRMNORVYHJNKSCDEIOAH00877284,1,1,3,5,1.0,7,4,5,0.0,0.0,144.0,,0,,,,,,,0,0
TQRMNORXXHMMKRCDEIOAH00880914,1,2,50,5,4.0,4,3,4,0.0,0.0,151.0,194.0,0,,,,,,,0,0
TQRMNOSPWHJOKPCDEIMBF00877285,1,2,62,3,1.0,1,1,0,1829000.0,609666.67,127.0,152.0,3,3.0,8.0,8.0,2.0,0.0,,0,0
TQRMNOSPWHJOKPCDEIMBF00877285,1,1,24,5,1.0,3,1,0,1829000.0,609666.67,127.0,152.0,3,0.0,40.0,0.0,2.0,,,0,0
TQRMNOVPPHMMKQCDEIMBF00880965,1,2,73,4,1.0,6,1,0,0.0,0.0,202.0,,1,0.0,30.0,0.0,2.0,6.0,,0,0
TQRMNOUUTHKMKPCDEIMBF00856915,1,2,64,5,1.0,6,1,0,880000.0,880000.0,109.0,147.0,3,0.0,40.0,0.0,2.0,4.0,,0,0
TQRMNORYUHKLKOCDEIOAH00856707,1,1,37,2,1.0,4,1,0,2000000.0,666666.67,170.0,227.0,3,0.0,32.0,0.0,2.0,12.0,,0,0
TQRMNORYUHKLKOCDEIOAH00856707,1,2,37,2,1.0,6,1,0,2000000.0,666666.67,170.0,227.0,3,0.0,0.0,0.0,2.0,9.0,,0,0
TQRMNOPWUHMOKTCDEGJBF00881047,1,2,45,1,1.0,3,1,0,1712776.0,285462.67,785.0,1046.0,2,0.0,48.0,0.0,2.0,3.0,,0,0
TQRMNOPWUHMOKTCDEGJBF00881047,1,2,27,5,4.0,5,1,0,1712776.0,285462.67,785.0,1046.0,2,0.0,8.0,0.0,2.0,1.0,,0,0
TQRMNOPWUHMOKTCDEGJBF00881047,1,1,22,5,4.0,4,1,0,1712776.0,285462.67,785.0,1046.0,2,0.0,48.0,0.0,2.0,3.0,,0,0
TQRMNOPSWHJOMMCDEFIAH00875889,1,1,20,5,4.0,3,3,3,964000.0,137714.29,787.0,1728.0,0,,,,,,,0,0
TQRMNOPSWHJOMMCDEFIAH00875889,1,1,15,5,4.0,3,3,3,964000.0,137714.29,787.0,1728.0,0,,,,,,,0,0
TQRMNORYVHKOMLCDEFIAH00860896,1,1,47,1,4.0,2,1,0,0.0,0.0,2022.0,,3,0.0,8.0,0.0,2.0,4.0,,0,0
TQRMNORYVHKOMLCDEFIAH00860896,1,2,41,1,1.0,4,1,0,0.0,0.0,2022.0,,3,0.0,25.0,0.0,2.0,0.0,,0,0
TQRMNORYVHKOMLCDEFIAH00860896,1,1,6,5,4.0,1,4,3,0.0,0.0,2022.0,,0,,,,,,,0,0
TQRMNORYXHKOMLCDEFIAH00861630,1,2,49,1,1.0,1,3,4,700000.0,175000.0,1333.0,2368.0,0,,,,,,,0,0
TQRMNORYXHKOMLCDEFIAH00861630,1,1,44,1,1.0,1,1,0,700000.0,175000.0,1333.0,2368.0,3,0.0,40.0,0.0,2.0,7.0,,0,0
TQRMNORYXHKOMLCDEFIAH00861630,1,2,11,5,1.0,1,3,3,700000.0,175000.0,1333.0,2368.0,0,,,,,,,0,0
TQRMNORYXHKOMLCDEFIAH00861630,1,2,13,5,1.0,3,3,3,700000.0,175000.0,1333.0,2368.0,0,,,,,,,0,0
TQRMNOPSWHJOMMCDEFIAH00875889,1,2,74,3,1.0,1,3,4,964000.0,137714.29,787.0,1728.0,0,,,,,,,0,0
TQRMNOPSWHJOMMCDEFIAH00875889,1,2,24,5,4.0,3,1,0,964000.0,137714.29,787.0,1728.0,3,0.0,60.0,0.0,2.0,4.0,,0,0
TQRMNOPSWHJOMMCDEFIAH00875889,1,2,22,5,4.0,3,3,3,964000.0,137714.29,787.0,1728.0,0,,,,,,,0,0
TQRMNOUQTHJLKUCDEFKID00873630,1,2,25,5,12.0,5,3,3,500000.0,500000.0,1383.0,1419.0,0,,,,,,,0,0
TQRMNOPVPHKMLMCDEFKID00881096,1,1,80,3,1.0,2,3,1,0.0,0.0,571.0,,0,,,,,,,0,0
TQRMNOSPRHMNKQCDEGJBF00881122,1,1,57,2,1.0,3,1,0,1325000.0,331250.0,497.0,648.0,3,0.0,24.0,0.0,1.0,12.0,,0,0
TQRMNOSPRHMNKQCDEGJBF00881122,1,2,55,2,1.0,3,2,0,1325000.0,331250.0,497.0,648.0,3,,,,,,2.0,0,0
TQRMNOSPRHMNKQCDEGJBF00881122,1,2,37,5,4.0,4,2,0,1325000.0,331250.0,497.0,648.0,3,,,,,,3.0,0,0
TQRMNOSPRHMNKQCDEGJBF00881122,1,1,20,5,1.0,1,1,0,1325000.0,331250.0,497.0,648.0,3,0.0,12.0,0.0,2.0,3.0,,0,0
TQRMNOSPSHMNKQCDEGJBF00881123,1,2,60,2,1.0,2,3,4,1200000.0,300000.0,511.0,543.0,0,,,,,,,0,0
TQRMNOSPSHMNKQCDEGJBF00881123,1,1,63,2,1.0,2,3,1,1200000.0,300000.0,511.0,543.0,0,,,,,,,0,0
TQRMNOSPSHMNKQCDEGJBF00881123,1,1,31,5,1.0,4,1,0,1200000.0,300000.0,511.0,543.0,3,0.0,24.0,0.0,2.0,11.0,,0,0
TQRMNOPXRHMOKPCDEGJBF00881121,1,2,37,2,1.0,6,1,0,800000.0,266666.67,889.0,967.0,3,0.0,40.0,0.0,2.0,3.0,,0,0
TQRMNOPXRHMOKPCDEGJBF00881121,1,1,38,2,1.0,5,1,0,800000.0,266666.67,889.0,967.0,3,0.0,44.0,0.0,2.0,3.0,,0,0
TQRMNOPXRHMOKPCDEGJBF00881121,1,1,1,5,1.0,7,4,5,800000.0,266666.67,889.0,967.0,0,,,,,,,0,0
TQRMNOQSPHMMLPCDEGJBF00881147,1,2,63,2,1.0,1,3,4,1380000.0,460000.0,512.0,610.0,0,,,,,,,0,0
TQRMNOQSPHMMLPCDEGJBF00881147,1,1,42,5,4.0,1,1,0,1380000.0,460000.0,512.0,610.0,3,0.0,48.0,0.0,2.0,1.0,,0,0
TQRMNOQVUHKLLLCDEGJBF00858096,2,2,36,5,1.0,6,1,0,1650000.0,1650000.0,677.0,711.0,3,0.0,45.0,0.0,2.0,12.0,,0,0
TQRMNOWXTHMOLOCDEGJBF00881144,1,1,33,1,1.0,4,1,0,1470000.0,735000.0,1036.0,1119.0,3,0.0,45.0,0.0,2.0,12.0,,0,0
TQRMNOPWRHLMKUCDEGJBF00852907,1,1,47,1,4.0,4,1,0,1451182.0,362795.5,673.0,826.0,3,0.0,51.0,0.0,2.0,6.0,,0,0
TQRMNOPWRHLMKUCDEGJBF00852907,1,2,48,1,1.0,4,1,0,1451182.0,362795.5,673.0,826.0,3,0.0,40.0,0.0,2.0,0.0,,0,0
TQRMNOPWRHLMKUCDEGJBF00852907,1,1,17,5,1.0,3,3,3,1451182.0,362795.5,673.0,826.0,0,,,,,,,0,0
TQRMNOPWRHLMKUCDEGJBF00852907,1,1,5,5,1.0,7,4,5,1451182.0,362795.5,673.0,826.0,0,,,,,,,0,0
TQRMNOSRTHLMKUCDEGJBF00881145,1,2,35,2,1.0,6,1,0,2285000.0,761666.67,638.0,736.0,3,0.0,0.0,0.0,2.0,7.0,,0,0
TQRMNOSRTHLMKUCDEGJBF00881145,1,1,33,2,1.0,5,1,0,2285000.0,761666.67,638.0,736.0,3,0.0,50.0,0.0,2.0,5.0,,0,0
TQRMNOSRTHLMKUCDEGJBF00881145,1,2,6,5,1.0,7,4,3,2285000.0,761666.67,638.0,736.0,0,,,,,,,0,0
TQRMNOQRWHMMLPCDEGJBF00881146,1,2,72,1,1.0,3,3,3,336000.0,168000.0,613.0,666.0,0,,,,,,,0,0
TQRMNOQRWHMMLPCDEGJBF00881146,1,1,63,1,1.0,3,3,6,336000.0,168000.0,613.0,666.0,0,,,,,,,0,0
TQRMNOQSPHMMLPCDEGJBF00881147,1,1,68,2,1.0,1,3,1,1380000.0,460000.0,512.0,610.0,0,,,,,,,0,0
TQRMNOQQPHJMKTCDEGJBF00881170,1,1,68,3,1.0,4,1,0,0.0,0.0,665.0,,2,0.0,8.0,0.0,2.0,1.0,,0,0
TQRMNOQQPHJMKTCDEGJBF00881170,1,1,34,5,1.0,6,1,0,0.0,0.0,665.0,,3,0.0,32.0,0.0,2.0,,,0,0
TQRMNORVPHMOKTCDEGJBF00881171,1,1,65,2,1.0,4,3,1,1859000.0,929500.0,785.0,855.0,0,,,,,,,0,0
TQRMNORVPHMOKTCDEGJBF00881171,1,2,65,2,1.0,4,3,4,1859000.0,929500.0,785.0,855.0,0,,,,,,,0,0
TQRMNOSXXHMOKTCDEGJBF00881172,1,2,32,3,4.0,4,2,0,580000.0,193333.33,1082.0,1068.0,3,,,,,,3.0,0,0
TQRMNOSXXHMOKTCDEGJBF00881172,1,1,8,5,4.0,1,4,3,580000.0,193333.33,1082.0,1068.0,0,,,,,,,0,0
TQRMNOSXXHMOKTCDEGJBF00881172,1,2,6,5,4.0,1,4,3,580000.0,193333.33,1082.0,1068.0,0,,,,,,,0,0
TQRMNOQXRHJOKPCDEFJAH00873650,1,1,48,1,4.0,1,1,0,356400.0,118800.0,523.0,606.0,3,0.0,60.0,0.0,2.0,2.0,,0,0
TQRMNOQXRHJOKPCDEFJAH00873650,1,2,35,1,4.0,2,3,4,356400.0,118800.0,523.0,606.0,0,,,,,,,0,0
TQRMNOQXRHJOKPCDEFJAH00873650,1,2,10,5,4.0,1,3,3,356400.0,118800.0,523.0,606.0,0,,,,,,,0,0
TQRMNORPXHLLKTCDEFJAH00851703,1,1,34,2,1.0,6,1,0,3600000.0,1800000.0,561.0,1540.0,3,0.0,40.0,0.0,1.0,11.0,,0,0
TQRMNORPXHLLKTCDEFJAH00851703,1,2,34,2,1.0,6,1,0,3600000.0,1800000.0,561.0,1540.0,3,0.0,40.0,0.0,1.0,11.0,,0,0
TQRMNOPWXHLMKUCDEFJAH00851705,1,1,32,5,1.0,6,1,0,0.0,0.0,508.0,,3,0.0,0.0,0.0,2.0,,,0,0
TQRMNOPWXHLMKUCDEFJAH00851705,1,2,22,5,1.0,5,3,3,0.0,0.0,508.0,,0,,,,,,,0,0
TQRMNOPXPHLMKUCDEFJAH00851718,1,2,62,5,1.0,4,1,0,825000.0,825000.0,478.0,877.0,3,0.0,60.0,0.0,2.0,0.0,,0,0
TQRMNORQRHMMLNCDEGJBF00881196,1,2,70,2,1.0,6,3,4,2050000.0,683333.33,645.0,880.0,0,,,,,,,0,0
TQRMNOQQWHJOMLCDEIKAH00872948,1,2,60,5,4.0,2,3,4,0.0,0.0,1062.0,,0,,,,,,,0,0
TQRMNOQQWHJOMLCDEIKAH00872948,1,1,39,5,4.0,2,1,0,0.0,0.0,1062.0,,3,0.0,24.0,0.0,2.0,2.0,,0,0
TQRMNOQQWHJOMLCDEIKAH00872948,1,1,28,5,4.0,2,2,0,0.0,0.0,1062.0,,3,,,,,,4.0,0,0
TQRMNOPUQHLOKMCDEIOAH00856075,1,1,50,3,1.0,4,1,0,3700000.0,1850000.0,113.0,104.0,3,0.0,48.0,0.0,2.0,9.0,,0,0
TQRMNOPUQHLOKMCDEIOAH00856075,1,1,21,5,1.0,5,2,0,3700000.0,1850000.0,113.0,104.0,3,,,,,,5.0,0,0
TQRMNOTWRHLOKMCDEIOAH00873378,1,2,76,4,1.0,1,3,1,2070000.0,1035000.0,198.0,262.0,0,,,,,,,0,0
TQRMNOTWRHLOKMCDEIOAH00873378,1,2,95,4,2.0,1,3,1,2070000.0,1035000.0,198.0,262.0,0,,,,,,,0,0
TQRMNOTRTHKMKMCDEIOAH00858366,1,1,87,4,12.0,5,3,1,0.0,0.0,170.0,,0,,,,,,,0,0
TQRMNORSYHKMKNCDEIOAH00860353,2,1,21,1,1.0,5,1,0,2100000.0,1050000.0,75.0,124.0,3,0.0,30.0,0.0,2.0,7.0,,0,0
TQRMNORSYHKMKNCDEIOAH00860353,2,2,20,1,1.0,4,1,0,2100000.0,1050000.0,75.0,124.0,2,2.0,30.0,20.0,2.0,1.0,,0,0
TQRMNOSUTHKMKNCDEIOAH00881243,1,1,30,1,1.0,4,1,0,2350000.0,1175000.0,107.0,147.0,2,2.0,40.0,18.0,2.0,1.0,,0,0
TQRMNOSUTHKMKNCDEIOAH00881243,1,1,33,1,4.0,3,1,0,2350000.0,1175000.0,107.0,147.0,3,0.0,40.0,0.0,2.0,5.0,,0,0
TQRMNORYRHMMKUCDEGJBF00881263,1,1,87,2,1.0,6,3,1,1730000.0,865000.0,735.0,875.0,0,,,,,,,0,0
TQRMNOPYYHLMKSCDEGJBF00853025,1,2,57,1,1.0,6,1,0,1250000.0,625000.0,519.0,594.0,3,0.0,25.0,0.0,1.0,8.0,,0,0
TQRMNOPYYHLMKSCDEGJBF00853025,1,1,58,1,1.0,2,1,0,1250000.0,625000.0,519.0,594.0,3,0.0,16.0,0.0,2.0,2.0,,0,0
TQRMNOPWTHKLKTCDEGJBF00861687,1,2,45,1,1.0,6,1,0,4050000.0,1012500.0,940.0,1040.0,3,0.0,36.0,0.0,2.0,11.0,,0,0
TQRMNOPWTHKLKTCDEGJBF00861687,1,1,54,1,1.0,6,1,0,4050000.0,1012500.0,940.0,1040.0,3,0.0,40.0,0.0,2.0,1.0,,0,0
TQRMNOPWTHKLKTCDEGJBF00861687,1,1,10,5,1.0,1,3,3,4050000.0,1012500.0,940.0,1040.0,0,,,,,,,0,0
TQRMNOPWTHKLKTCDEGJBF00861687,1,2,5,5,1.0,7,4,5,4050000.0,1012500.0,940.0,1040.0,0,,,,,,,0,0
TQRMNORVRHKLKTCDEGJBF00865170,1,1,69,4,1.0,6,3,1,0.0,0.0,630.0,,0,,,,,,,0,0
TQRMNORVRHKLKTCDEGJBF00865170,1,1,37,5,1.0,5,1,0,0.0,0.0,630.0,,2,0.0,30.0,0.0,2.0,1.0,,0,0
TQRMNORVRHKLKTCDEGJBF00865170,1,2,31,5,1.0,6,1,0,0.0,0.0,630.0,,2,0.0,40.0,0.0,2.0,1.0,,0,0
TQRMNOTSTHKNKNCDEIOAH00856771,1,1,56,4,1.0,4,1,0,2950000.0,983333.33,40.0,81.0,3,0.0,40.0,0.0,2.0,,,0,0
TQRMNOTSTHKNKNCDEIOAH00856771,1,1,28,5,1.0,5,1,0,2950000.0,983333.33,40.0,81.0,2,0.0,42.0,0.0,2.0,1.0,,0,0
TQRMNOTSTHKNKNCDEIOAH00856771,1,2,25,5,1.0,5,1,0,2950000.0,983333.33,40.0,81.0,3,0.0,48.0,0.0,2.0,,,0,0
TQRMNOQUUHJMKMCDEFKID00877464,1,2,49,1,12.0,5,1,0,0.0,0.0,662.0,,3,0.0,46.0,0.0,2.0,9.0,,0,0
TQRMNOQUUHJMKMCDEFKID00877464,1,1,51,1,12.0,5,1,0,0.0,0.0,662.0,,3,0.0,40.0,0.0,2.0,10.0,,0,0
TQRMNORWVHJOKPCDEFKID00877445,1,2,58,5,4.0,1,1,0,190000.0,190000.0,800.0,1050.0,3,0.0,8.0,0.0,2.0,0.0,,0,0
TQRMNOSPWHJOKPCDEIMBF00877285,1,1,27,5,4.0,4,1,0,1829000.0,609666.67,127.0,152.0,3,0.0,48.0,0.0,2.0,3.0,,0,0
TQRMNOQRWHMMMLCDEFIAH00881024,1,2,82,2,1.0,1,3,1,600000.0,300000.0,740.0,1518.0,0,,,,,,,0,0
TQRMNOQRWHMMMLCDEFIAH00881024,1,1,81,2,1.0,3,3,1,600000.0,300000.0,740.0,1518.0,0,,,,,,,0,0
TQRMNORWPHLNMLCDEIKAH00855811,1,2,24,1,4.0,4,1,0,0.0,0.0,609.0,,3,0.0,72.0,0.0,2.0,7.0,,0,0
TQRMNORWPHLNMLCDEIKAH00855811,1,1,40,1,4.0,2,1,0,0.0,0.0,609.0,,3,0.0,72.0,0.0,2.0,7.0,,0,0
TQRMNORWPHLNMLCDEIKAH00855811,1,1,5,5,4.0,7,4,5,0.0,0.0,609.0,,0,,,,,,,0,0
TQRMNOPVQHMNLUCDEIKAH00881052,1,2,40,1,1.0,4,1,0,1020000.0,340000.0,524.0,1664.0,3,0.0,36.0,0.0,2.0,8.0,,0,0
TQRMNOPVQHMNLUCDEIKAH00881052,1,1,49,1,1.0,2,1,0,1020000.0,340000.0,524.0,1664.0,3,0.0,48.0,0.0,2.0,,,0,0
TQRMNOPVQHMNLUCDEIKAH00881052,1,2,18,5,1.0,5,3,3,1020000.0,340000.0,524.0,1664.0,0,,,,,,,0,0
TQRMNOQTTHMNLUCDEIKAH00881053,1,2,48,5,2.0,2,1,0,0.0,0.0,560.0,,3,0.0,48.0,0.0,2.0,7.0,,0,0
TQRMNOQTTHMNLUCDEIKAH00881053,1,2,50,5,2.0,2,3,4,0.0,0.0,560.0,,0,,,,,,,0,0
TQRMNORYUHKLKOCDEIOAH00856707,1,2,6,5,1.0,1,4,3,2000000.0,666666.67,170.0,227.0,0,,,,,,,0,0
TQRMNOSWQHMLKMCDEFJAH00881072,1,2,25,5,1.0,5,1,0,0.0,0.0,564.0,,3,2.0,10.0,6.0,2.0,6.0,,0,0
TQRMNOSWWHLMKNCDEFJAH00851617,1,1,67,2,1.0,6,3,1,0.0,0.0,533.0,,0,,,,,,,0,0
TQRMNOSWWHLMKNCDEFJAH00851617,1,2,63,2,1.0,6,3,1,0.0,0.0,533.0,,0,,,,,,,0,0
TQRMNOQUXHLMKQCDEFJAH00851619,1,2,77,4,1.0,6,3,1,0.0,0.0,385.0,,0,,,,,,,0,0
TQRMNOQRVHKOKNCDEGJBF00860789,1,2,43,1,1.0,6,1,0,1640000.0,273333.33,824.0,979.0,3,2.0,30.0,18.0,2.0,,,0,0
TQRMNOQRVHKOKNCDEGJBF00860789,1,1,36,1,1.0,4,1,0,1640000.0,273333.33,824.0,979.0,2,2.0,48.0,8.0,2.0,2.0,,0,0
TQRMNOQRVHKOKNCDEGJBF00860789,1,1,18,5,1.0,4,2,0,1640000.0,273333.33,824.0,979.0,3,,,,,,2.0,0,0
TQRMNOQRVHKOKNCDEGJBF00860789,1,2,10,5,1.0,1,3,3,1640000.0,273333.33,824.0,979.0,0,,,,,,,0,0
